安吉拉,说,。生长在俄罗斯的她小时候看成龙和李小龙的电影，从而对中国武术逐渐产生兴趣，感觉中国的武术和她从小练的舞蹈都有一种美感，而且比舞蹈还多了一种力量，这让她很痴迷。“如果有机会，我还会一直练下去。”这是3月30日，安吉拉（右）在训练中指导一位队友学习九节鞭。新华社记者王凯摄
安吉拉,说,。生长在俄罗斯的她小时候看成龙和李小龙的电影，从而对中国武术逐渐产生兴趣，感觉中国的武术和她从小练的舞蹈都有一种美感，而且比舞蹈还多了一种力量，这让她很痴迷。“如果有机会，我还会一直练下去。”这是4月6日，安吉拉（右）在训练中。新华社记者王凯摄
安吉拉,说,。生长在俄罗斯的她小时候看成龙和李小龙的电影，从而对中国武术逐渐产生兴趣，感觉中国的武术和她从小练的舞蹈都有一种美感，而且比舞蹈还多了一种力量，这让她很痴迷。“如果有机会，我还会一直练下去。”这是4月2日，安吉拉（右二）和她的俄罗斯同学在学校图书馆广场散步时聊到开心处，跳起传统俄罗斯舞蹈。新华社记者王凯摄
安吉拉,说,。生长在俄罗斯的她小时候看成龙和李小龙的电影，从而对中国武术逐渐产生兴趣，感觉中国的武术和她从小练的舞蹈都有一种美感，而且比舞蹈还多了一种力量，这让她很痴迷。“如果有机会，我还会一直练下去。”这是4月1日，安吉拉（左）和一位中国同学在学校自习室交流。新华社记者王凯摄
安吉拉,说,。生长在俄罗斯的她小时候看成龙和李小龙的电影，从而对中国武术逐渐产生兴趣，感觉中国的武术和她从小练的舞蹈都有一种美感，而且比舞蹈还多了一种力量，这让她很痴迷。“如果有机会，我还会一直练下去。”这是3月30日，安吉拉在练习九节鞭。新华社记者王凯摄
安吉拉,说,。生长在俄罗斯的她小时候看成龙和李小龙的电影，从而对中国武术逐渐产生兴趣，感觉中国的武术和她从小练的舞蹈都有一种美感，而且比舞蹈还多了一种力量，这让她很痴迷。“如果有机会，我还会一直练下去。”这是4月6日，安吉拉在做拉伸训练时把手机当做“镜子”。新华社记者王凯摄
安吉拉,说,。生长在俄罗斯的她小时候看成龙和李小龙的电影，从而对中国武术逐渐产生兴趣，感觉中国的武术和她从小练的舞蹈都有一种美感，而且比舞蹈还多了一种力量，这让她很痴迷。“如果有机会，我还会一直练下去。”这是3月30日，练习少林拳的安吉拉（左）得到身旁队友的喝彩。新华社记者王凯摄
安吉拉,说,。生长在俄罗斯的她小时候看成龙和李小龙的电影，从而对中国武术逐渐产生兴趣，感觉中国的武术和她从小练的舞蹈都有一种美感，而且比舞蹈还多了一种力量，这让她很痴迷。“如果有机会，我还会一直练下去。”这是4月6日，安吉拉（左二）与教练、队友们在训练前交谈。新华社记者王凯摄
安吉拉,说,。生长在俄罗斯的她小时候看成龙和李小龙的电影，从而对中国武术逐渐产生兴趣，感觉中国的武术和她从小练的舞蹈都有一种美感，而且比舞蹈还多了一种力量，这让她很痴迷。“如果有机会，我还会一直练下去。”这是3月30日，黑龙江大学武术队总教练徐强在为安吉拉（右）指导技术动作。新华社记者王凯摄
蒂姆·安德森,说,，幸运的是，木材腐坏程度好于预期。在１８１２年美英战争期间，“宪法”号曾参加４０多次海战，屡立战功。（完）（海洋）关键词：“宪法”号（USSConstitution）
刘结一,说,，加强同非洲国家在维和领域的沟通协调，加大对非洲国家的帮扶，是有效改进维和行动的必然要求。刘结一当天在安理会联合国维和行动问题公开会上说，联合国维和行动创立近７０年来，为维护国际和平与安全发挥了重要作用。当前，国际形势发生深刻变化，维和行动面临的环境和任务更加复杂，有效执行维和行动面临严峻挑战。国际社会对进一步改进联合国维和行动充满期待。他呼吁坚持维和行动基本原则，妥善处理同当事国关系；制定明确、可行、重点突出的授权；加强同出兵国沟通协调。刘结一说，联合国１６个维和特派团中有９个位于非洲，联合国维和行动前２０大出兵国中１２个是非洲国家。加强同非洲国家在维和领域的沟通协调，加大对非洲国家的帮扶，是有效改进维和行动的必然要求。刘结一说，中方一贯支持非洲以非洲方式解决非洲问题，支持非盟等区域和次区域组织为解决本地区问题发挥积极作用。中方支持联合国进一步扩大和深化同非盟在和平与安全领域合作，认真听取非洲国家在维和领域的意见和关切，大力支持非洲维和能力建设。多年来，非盟自主维和行动发挥了重要作用。联合国应在政治上对其加大支持，在人员培训、后勤支助和资金支持等方面给予更多帮助，积极考虑建立持续、稳定的供资机制。刘结一说，中国是安理会常任理事国中最大的出兵国，也是联合国第二大维和摊款出资国，为联合国维和事业作出了重要贡献。中方正全面落实中国领导人宣布的进一步支持联合国维和行动的各项承诺，积极组建维和待命部队，大力推进直升机分队派遣，培训各国特别是非洲国家维和人员。中方将推动中国－联合国和平与发展基金为发展中国家特别是非洲国家多办实事，为非洲加强维和能力建设提供帮助。（完）
佩雷茨,认为,，７月４日是美国独立日，具有象征意义，“非常适合我们”。以色列《国土报》援引一位工党高官的话报道，很多会务服务人员和安保人员已签约为“小甜甜”７月３日的演唱会服务，如果按期举办选举，将面临人手紧缺。而且，计票站及几处投票站很可能设在特拉维夫展览中心，靠近演唱会举办地。赫尔佐克在党内的反对者指出，这是他第三次推迟党主席选举了，而且理由很牵强。比如，投票站当天上午１１时开放，比演唱会早好几个小时，而且靠近特拉维夫展览中心的投票站完全可以改到市内其他地点。《耶路撒冷邮报》报道，工党主席参选者可能多达１０人，包括曾担任以色列国防军总参谋长的加比·阿什克纳齐和班尼·甘茨。这两人的优势相对较大。这次党主席选举将成为工党为备战下届议会选举的动员会。在两年前的大选中，工党主导的犹太复国主义者联盟获得２４席，成为最大反对党集团。但政治分析师马扎尔·穆阿利姆指出，这一老牌政党眼下地位颇为尴尬，面对执政多年的利库德集团，无法凸显自身特色，原有支持者不断流失。许多选民把第三大反对党“未来党”领导人亚伊尔·拉皮徳、而非赫尔佐克视为总理本雅明·内塔尼亚胡的替代人选。在宣布为演唱会让道后，一向矜持的赫尔佐克成为以色列媒体开涮的对象。当地一家电视台在社交网站上晒出两张对比鲜明的照片，一边是西装革履的赫尔佐克，另一边是衣着火辣的“小甜甜”。（完）（陈丹）关键词：布兰妮·斯皮尔斯(BritneySpears)、工党(LaborParty)
马扎尔·穆阿利姆,指出,，这是他第三次推迟党主席选举了，而且理由很牵强。比如，投票站当天上午１１时开放，比演唱会早好几个小时，而且靠近特拉维夫展览中心的投票站完全可以改到市内其他地点。《耶路撒冷邮报》报道，工党主席参选者可能多达１０人，包括曾担任以色列国防军总参谋长的加比·阿什克纳齐和班尼·甘茨。这两人的优势相对较大。这次党主席选举将成为工党为备战下届议会选举的动员会。在两年前的大选中，工党主导的犹太复国主义者联盟获得２４席，成为最大反对党集团。但政治分析师马扎尔·穆阿利姆指出，这一老牌政党眼下地位颇为尴尬，面对执政多年的利库德集团，无法凸显自身特色，原有支持者不断流失。许多选民把第三大反对党“未来党”领导人亚伊尔·拉皮徳、而非赫尔佐克视为总理本雅明·内塔尼亚胡的替代人选。在宣布为演唱会让道后，一向矜持的赫尔佐克成为以色列媒体开涮的对象。当地一家电视台在社交网站上晒出两张对比鲜明的照片，一边是西装革履的赫尔佐克，另一边是衣着火辣的“小甜甜”。（完）（陈丹）关键词：布兰妮·斯皮尔斯(BritneySpears)、工党(LaborParty)
萨赫尔·翁达伊,说,，它有可能是迄今发现的第１０至１５大钻石，“希望更多个人或公司出价购买，以便我们获得最好的价格”。塞拉利昂政府承诺竞买过程透明。现年３９岁的牧师埃马纽埃尔·莫莫是这颗钻石的发现者，也是科诺区数以百计手工采矿者之一。“我也有机会通过当地交易商，带着钻石逃到比利时，”莫莫说，“但我坚信政府努力帮助人民，所以我把它交给政府。”莫莫全程参与了这颗钻石清洗、称重和出价等过程。由于政府缺少清洗及抛光的必要工具，这颗未经雕琢的钻石仍有红色污渍。矿山矿物资源部说，“已经在氢氟酸和硝酸中煮过７２小时”，但要达到精确估值还不够。塞拉利昂是西非最主要的钻石产地之一。１９７２年，当地发现了一颗重达近１０００克拉的钻石，得名“塞拉利昂之星”不过，许多人知道塞拉利昂这个西非小国，是源于奥斯卡电影《血钻》。它讲述上世纪９０年代末，塞拉利昂不法之徒为争采钻石将国家引向毁灭性内战，国际钻石商却从中牟取暴利的血腥内幕。塞拉利昂１９９１年至２００２年的内战中，反政府武装强迫劳力开采钻石，并通过这种非法贸易购买武器，资助暴力活动。（完）（陈丹）关键词：塞拉利昂(SierraLeone)
朱莉·毕晓普,说,，澳方掌握的信息显示，恐怖分子可能密谋对本月底在土耳其加利波利半岛举行的“澳新军团日”纪念活动发动袭击。１９１５年４月２５日，澳大利亚和新西兰组成的澳新军团参加协约国在土耳其加利波利半岛的登陆战役。战役以失败告终，以英、法两国为首的协约国有１３万士兵阵亡，包括近９０００名澳大利亚军人和２７００名新西兰军人。德国和土耳其等组成的同盟国有２１万士兵战死。土耳其把这场战役称为恰纳卡莱之战。战后，为纪念加利波利战役中的死难者，更为褒扬澳新军团士兵的战斗精神，澳大利亚政府决定把４月２５日定为“澳新军团日”，每年这一天都会举行纪念活动。除澳大利亚，新西兰、英国和土耳其等国也会在当天举行纪念活动。按澳大利亚退伍军人事务部长丹·特汉的说法，澳方情报显示，恐怖分子只是把“澳新军团日”纪念活动当作“泛泛目标”，还未形成具体行动计划。他说，澳方相信土耳其方面会确保活动足够安全。尽管如此，澳大利亚当天还是更新了赴土旅行建议，提醒前往那里的澳大利亚公民保持警惕，同时重新考虑赴土耳其首都安卡拉和最大城市伊斯坦布尔行程的必要性。此外，新西兰外长默里·麦卡利也敦促本国公民避免前往安卡拉和伊斯坦布尔。过去一年多来，伊斯坦布尔发生多起恐怖袭击事件。今年１月１日，极端组织“伊斯兰国”一名武装人员持枪闯入伊斯坦布尔“雷纳”夜总会，开枪打死３９人。（完）（闫洁）关键词：“澳新军团日”(AnzacDay)
约翰逊,说,，“这是我最喜欢的赛事之一，每年都很期待来这里参赛，现在可能是我职业生涯的巅峰时刻，无论状态还是球技，可竟然发生了这样的意外。”总奖金１０００万美元的第８１届美国大师赛当日在美国佐治亚州奥古斯塔国家高尔夫俱乐部开杆，２０１６年德克萨斯公开赛冠军查利·霍夫曼本轮虽然吞下两个柏忌，但后程发力于后９洞抓到５只“小鸟”，单轮成绩打出低于标准杆７杆的６５杆，以４杆优势遥遥领先。２０１５年美国大师赛冠军乔丹·斯皮思在１５号洞出现重大失误打出四柏忌，单轮成绩打出高于标准杆３杆的７５杆，暂列第４２位。（完）
